2.209797960190879821e-03,-3.231006636870351403e-03,6.523342065284891541e-04,5.454295428135238696e-03,7.091314608242490916e-04,-2.789257614983626805e-03,-1.311772030945465486e-03
1.181212192637691883e-03,1.156885977769133312e-03,8.001943316820241342e-04,4.559964211023678901e-04,8.739558940496742903e-04,8.395327097259953518e-04,1.077034002103979685e-03
1.173994169084294128e-03,1.063889993308226407e-03,6.308256647979521535e-04,1.235318466045694664e-03,7.470579224923524445e-04,1.211076658861695186e-03,3.899714658238253922e-04
2.569926769837314710e-03,1.932321564187630724e-03,3.431909703125289460e-04,6.239173490807330309e-03,5.371637997215887627e-04,-3.957859255910940212e-03,-4.522884603042589408e-03
7.890244740821973678e-05,-2.875687734396313762e-03,1.165167199098015791e-03,-5.457959153383316756e-04,2.494157817791566555e-03,-1.467352187252081788e-03,2.118032466731450091e-03
-2.394002054130244667e-03,-2.201768172186258088e-03,8.833308095242416820e-04,2.591088285713363196e-03,-8.581628524257504161e-04,4.030034497172695421e-03,1.340546070862284759e-03
-1.445773093046258384e-04,2.562462952453556722e-03,-4.031580381446340546e-03,1.319169690026314760e-03,-5.125497429768104476e-04,3.647695567933013396e-03,2.496183352091182073e-03
-1.529164428497148528e-03,-2.500636370010799869e-03,-2.402064238546013433e-03,-1.136908109582120780e-03,4.389627566675811748e-04,-2.138942622582490349e-03,1.050535745063532408e-02
2.122374958383259694e-03,-2.375188645874991809e-03,1.867757405210028129e-03,-1.699314899488841429e-03,2.029782811728940515e-03,-2.696955112778678877e-04,2.569205473408225568e-03
-1.939271117466296679e-03,3.154650355526600509e-03,-2.255201266955316440e-03,-4.064411807412383025e-03,-4.512393945216859169e-04,6.960158366404664565e-03,2.631134617304801710e-03
2.070175395076268628e-03,-2.153245924005275588e-04,-1.318785180665569797e-03,2.498476706030917666e-03,-9.115210916508873894e-04,1.647697910375610668e-03,-1.655418309920968526e-03
1.409913646316201781e-03,2.477069234343736836e-03,1.876686583317520611e-03,-4.164774570655275197e-03,-5.294439914242673280e-04,2.765611423656888068e-03,7.123658435445404937e-04
1.113790174559133993e-03,9.773255425916738733e-04,6.360572132274245260e-04,1.152329814846475347e-03,6.787116662854521861e-04,1.042308462018151421e-03,9.201799712113518199e-04
6.984524171250335294e-04,1.446174362943862405e-03,8.320555609412089030e-04,8.495962840849698378e-04,1.015186267378777058e-03,5.434015632111191237e-04,7.948696542821110430e-04
2.483146664176251635e-03,-1.899233534169340225e-03,3.071156006109912288e-03,5.889888330089338916e-04,1.678999983495211516e-03,4.754430448512750838e-03,-5.954224106525568896e-03
2.578946084038482266e-03,5.271865678811769526e-03,-1.576361936744793361e-03,5.167640267158050277e-03,-4.639034254302766558e-03,9.251335770451969654e-04,-4.516384123516567657e-03
-1.315981576406718284e-03,5.624590141732752763e-03,1.456082726824495374e-03,8.422225394068813314e-05,-6.843088694766752368e-04,-6.800977358616466101e-03,5.014230923017388812e-03
1.478714669759992372e-03,1.253622645848911270e-03,9.035095945787149701e-04,3.112025507999073993e-06,6.926333503471438814e-04,1.346102208040201665e-03,5.539386130690814166e-04
4.647815666577982067e-04,1.010488607251714549e-03,-9.050070794967435966e-04,-1.401321773872983350e-03,4.704367390341713639e-05,-2.136454140628126202e-03,3.774355814938524720e-03
1.703676775823374833e-03,2.409698984168270365e-03,2.137012759744249916e-03,1.831232631157181986e-03,1.890060550026248553e-03,6.661712840333060054e-04,-4.741864823075913130e-03
1.465426589636844917e-03,1.070264456668206096e-03,9.070393727203576164e-04,1.694371984728205082e-03,1.212397982357557970e-03,-2.410847513889070382e-04,3.633672893599387393e-05
1.818547032782426949e-03,-2.224522332149988114e-03,2.281865925691653647e-03,1.015678200681977440e-03,1.264968580831700006e-03,4.918896736840904123e-03,-4.600362270131033195e-03
6.296809304951052040e-04,2.080379390225067793e-03,9.100488960885556779e-04,2.491428704929908675e-03,-2.878603320602679392e-05,2.998431381144023213e-03,-5.741328651064704289e-03
1.200351321224058014e-04,-3.390890232625434677e-04,-2.066185081084675044e-05,1.570167007262787619e-04,6.172440602070792051e-04,3.144499270013063349e-05,-2.765733925210793974e-04
-5.178918036758105043e-04,-8.255262229904872240e-04,3.110464222774655344e-04,3.141694677363074482e-03,1.888206721120293816e-03,-2.276082457285930928e-03,2.742984324106124278e-03
5.052684255828960739e-05,3.555219865170588904e-03,-3.952097096946495004e-04,-1.387715244123430974e-03,3.452667127251419772e-04,-6.344150499184267496e-04,-7.696518576808212154e-04
-5.232993382671385484e-04,4.860822150770015282e-03,3.520135927022477744e-04,9.390746819915410685e-04,-4.756093806142276496e-03,5.842900523481605983e-03,-2.047928256884257864e-03
2.559376882091449180e-04,-1.109387535821286085e-03,4.195584661077594825e-04,1.877525749812002966e-03,2.169307671176321374e-04,-1.262743339435261781e-03,2.533769641725341112e-04
-2.183554908663194532e-04,-3.930401991526679371e-03,3.230042751246045649e-03,4.306378421550331563e-03,-4.321549472022894996e-04,7.434238226505996599e-04,8.107177603746021192e-04
2.936547517567627934e-03,-2.201269783855027383e-03,-1.133578057161267142e-03,7.264068933808413885e-04,-1.799186412140354758e-03,2.625725515731392248e-03,1.356673665284464968e-03
2.275743146716342844e-03,1.802841523658659092e-03,1.613610483672968344e-03,1.995970003509101173e-04,-4.134927367650880164e-04,2.713669400734418889e-03,-3.317451212332459681e-03
8.518095348250695692e-04,2.453807947491142092e-03,-3.508341640305559766e-03,-4.772870815612338322e-03,-3.092870406290237732e-03,5.378281994397402475e-03,5.966739561070972218e-03
-1.516731276403645960e-03,3.165437820381058771e-03,-2.604854620144073010e-03,8.006635014799069316e-04,1.089102930373768039e-03,7.501706980651851736e-04,2.544246867434501840e-03
2.261555838981432883e-04,-1.028361761890973910e-03,-9.274284007727428983e-04,-4.950221550946261794e-04,1.267720830275791436e-03,3.984473352019029255e-04,1.655673349954058004e-03
1.603278144230389866e-03,1.260591855433382475e-03,1.025255190490338870e-03,2.045060555949003867e-03,1.268249547548265348e-03,-2.636209601473112670e-03,1.559891548682133680e-03
2.338982673503511509e-03,1.488283915977106414e-03,1.804456575607152943e-03,-1.235652143344715716e-03,4.824606524572706509e-04,-1.865050761094606867e-03,-1.998793707401926110e-03
2.715942418134393698e-03,5.360685571734616697e-03,2.987315832475024289e-04,-6.117948370264279095e-03,8.445209042654648873e-04,-3.631158448367294896e-03,4.496601286264468970e-03
1.598234146384977083e-04,1.424712604031653975e-03,1.102802170085092877e-03,-2.210176322405118989e-03,8.614522815383426251e-04,5.563084264256834338e-04,2.737748394510349220e-03
3.153387438554356142e-03,1.494710013371108046e-03,2.188692914636090718e-03,1.977291693412278062e-03,8.349247411085691708e-04,2.670842548868695814e-03,-7.506888528575911962e-03
-5.531729959864921690e-04,2.801083747055128480e-03,3.893947617943087792e-03,4.055036868362543907e-03,1.040033094527279336e-03,-1.650851086857038977e-03,-5.411000524642679138e-03
-5.654099945021232379e-04,-9.861016393609618215e-04,2.666910698491905033e-04,-2.172104535463676876e-04,1.288581923240994737e-03,-1.339781280654939568e-03,2.049219112999750743e-03
3.729413348510040270e-03,4.249964239607540578e-03,5.036103852542504582e-03,4.019081029817780926e-03,3.197824168997158868e-03,-8.859944208363291704e-03,-7.656579922179328722e-03
2.665843222627493469e-03,1.787042299862958870e-03,3.109768004445668393e-03,-3.882128218598628663e-03,2.785078676308696405e-03,3.448107884094071991e-03,-4.861017630469968362e-03
2.865728785076221159e-03,2.247481714049800149e-03,5.585738060931092885e-04,-2.356583024538214544e-03,-1.977126391875716829e-03,4.165934900081821836e-04,-5.698157053675797666e-04
1.718441998524016532e-03,5.145205103650284453e-03,-1.641632394230303424e-03,2.132729000022857459e-03,-1.245672820790839127e-03,1.704682468937060305e-03,-3.536316485974213414e-03
-4.535217305412803660e-05,4.140203602901513613e-04,9.319857550202605069e-05,9.363100053586521465e-05,1.770327598903809879e-04,-2.782316919817800225e-04,-2.862524863595616973e-04
-2.469649666419407048e-03,-1.317572322801687868e-03,-1.318470897785520594e-03,7.234288003123316236e-04,9.285551795118748364e-04,1.562978118047021617e-03,4.481984428063875633e-03
1.701418626595402848e-03,-4.900712708086103417e-03,3.054540226383155831e-03,4.669464644241892379e-03,-2.660614257935818485e-03,4.790277038321249722e-03,-3.184050533713472190e-03
-1.943242378785582517e-03,-6.227637883355454165e-04,7.788809732778943914e-04,-2.188452957973542091e-03,-1.244874432674408001e-03,9.323266121255967265e-03,-1.210948357279769457e-03
1.258907706150981087e-03,6.356242708628213195e-03,3.681131541554785746e-04,-2.047791087282558545e-03,-1.548033689552243087e-03,-1.414586882292828869e-03,-2.010004477781734012e-03
2.532998702629122266e-03,-2.096558656533637887e-03,1.612889963323633482e-03,5.777470876565798073e-03,7.746995277022298990e-04,-2.680941031793988502e-03,-3.679610014698140533e-03
3.440720007606977958e-03,2.172264119580176629e-03,-1.120567696963176022e-03,6.143593023912974176e-03,-1.118467346070837727e-03,-3.967785172074382236e-03,-3.385853982126585653e-03
1.893646649924044184e-03,1.142855807328530763e-03,9.987473876758262530e-04,-1.408197007679198344e-03,1.669353855399774932e-04,-2.913466703311668208e-04,-1.437031140930676706e-03
-1.187979566270084240e-04,-9.594126033099308580e-05,-3.801010706627012611e-04,-3.269410133367916041e-04,-4.307284186029262615e-04,-7.234285706738421929e-04,2.456561943405662519e-03
-1.365542783622743868e-04,1.660781726771312465e-03,-4.734042228784005458e-04,-9.055454037530625633e-04,-6.294898017547498337e-04,2.732532182944282743e-03,-6.510233626123139048e-04
-2.035202721048828562e-03,-2.977202368742899036e-03,-2.395410994610120987e-03,-1.049209120794507619e-04,-1.355891001423770300e-03,9.474264133747854408e-03,9.542706030336344306e-04
1.651758747702566227e-03,2.263874562517650870e-03,2.532626514647552934e-03,2.498603224150541726e-03,1.645714170404413723e-04,-7.561657678441135360e-04,-4.777339850014524283e-03
-1.282427336119938569e-03,-4.642444091596537449e-04,-1.046848324687744318e-03,2.678309936337330832e-03,-2.814617369494320284e-04,7.191819425217461405e-03,-3.499159915445934285e-03
6.194084399439784129e-05,-4.562016293487753424e-04,8.096784517086751188e-06,-4.246006504047470081e-04,1.769009932221187712e-04,-7.257430443963102436e-04,1.547856811581607272e-03
-3.152978873676739427e-04,5.606314696746837137e-04,-8.885442294231267728e-04,-2.711683094085560845e-03,1.085028554646429947e-03,2.885097711205665202e-03,3.594676676724532956e-03
-2.463314821667006872e-03,2.659069717510842423e-03,-2.596722124615982556e-03,1.765057549076096870e-03,-2.290196626946860569e-04,1.082987043739915651e-03,2.375507149411036720e-03
1.360333678682986575e-03,1.894081005940604278e-03,2.300875905831675696e-03,1.784423803500353534e-03,1.208945467158460902e-03,-5.031526815275805557e-04,-2.625184920454752806e-03
5.740608307420094064e-04,-4.293227463234221969e-03,3.065190226040243136e-03,-9.571978797739929320e-04,1.972770451511245485e-03,-3.566881441865567617e-03,6.326630001921804483e-03
2.823404818389173981e-03,6.425877438330445486e-04,2.304268896290434174e-03,1.503522976356574340e-03,1.925862984403633234e-03,4.408606994522608173e-03,-8.269413247725220309e-03
-3.533450472150842341e-03,-2.500479119515621688e-03,1.518031126832562229e-03,7.870418788644902323e-04,-1.829637439374675375e-03,5.763221600301592085e-03,3.622234693172324878e-03
1.099852939115010487e-03,1.538659500380031410e-03,3.370855721358703531e-03,-2.743324859210006204e-03,1.839294362164789259e-03,8.238102557809775768e-04,-2.286322799517545839e-03
1.090732293417725953e-03,9.765324447890771052e-04,6.351005968440043281e-04,1.149815745854657111e-03,6.758716965485522159e-04,1.043646058882441528e-03,9.509904909573860471e-04
